HOUSEID,HHSTATE
40256529,CA
40256530,CA
40256530,CA
40256530,CA
40256530,CA
40256533,CA
40256536,ME
40256536,ME
40256541,CA
40256541,CA
40256545,TX
40256545,TX
40256545,TX
40256545,TX
40256565,WI
40256565,WI
40256574,CA
40256574,CA
40256603,HI
40256603,HI
40256603,HI
40256609,TX
40256617,OK
40256635,NC
40256635,NC
40256642,TX
40256642,TX
40256650,VA
40256650,VA
40256650,VA
40256652,IL
40256689,CA
40256689,CA
40256689,CA
40256690,NY
40256690,NY
40256690,NY
40256693,WV
40256693,WV
40256693,WV
40256736,CA
40256737,NC
40256737,NC
40256738,NY
40256738,NY
40256738,NY
40256738,NY
40256747,TX
40256747,TX
40256749,CA
40256749,CA
40256758,CA
40256758,CA
40256763,NC
40256763,NC
40256764,TX
40256767,TX
40256768,WI
40256768,WI
40256779,CA
40256784,NY
40256786,TX
40256786,TX
40256786,TX
40256786,TX
40256787,NJ
40256787,NJ
40256791,TX
40256791,TX
40256791,TX
40256792,PA
40256792,PA
40256812,TX
40256813,TX
40256868,GA
40256896,NC
40256896,NC
40256896,NC
40256910,TX
40256910,TX
40256933,MN
40256941,TX
40256941,TX
40256941,TX
40256941,TX
40256946,TX
40256946,TX
40256962,TX
40256962,TX
40256965,IN
40256965,IN
40256987,NC
40256992,GA
40256992,GA
40257000,TX
40257000,TX
40257000,TX
40257000,TX
40257045,GA
40257045,GA
40257060,DC
40257060,DC
40257060,DC
40257064,CA
40257064,CA
40257078,OK
40257122,PA
40257122,PA
40257135,NY
40257135,NY
40257135,NY
40257135,NY
40257135,NY
40257153,NC
40257154,TX
40257163,TX
40257163,TX
40257163,TX
40257177,WI
40257177,WI
40257177,WI
40257177,WI
40257229,NY
40257229,NY
40257243,SC
40257243,SC
40257243,SC
40257248,OK
40257248,OK
40257257,CA
40257257,CA
40257257,CA
40257257,CA
40257262,GA
40257262,GA
40257267,WI
40257267,WI
40257276,WI
40257276,WI
40257289,IA
40257289,IA
40257289,IA
40257289,IA
40257304,CA
40257308,TX
40257308,TX
40257308,TX
40257310,NY
40257310,NY
40257310,NY
40257310,NY
40257334,TX
40257334,TX
40257356,WI
40257356,WI
40257356,WI
40257375,SC
40257380,WI
40257417,GA
40257417,GA
40257438,NY
40257438,NY
40257448,WI
40257448,WI
40257463,PA
40257463,PA
40257470,TX
40257470,TX
40257477,TX
40257477,TX
40257531,GA
40257531,GA
40257562,SC
40257562,SC
40257567,WI
40257567,WI
40257577,CA
40257577,CA
40257577,CA
40257577,CA
40257599,WI
40257599,WI
40257606,NY
40257606,NY
40257607,CA
40257607,CA
40257639,WI
40257671,GA
40257671,GA
40257687,SC
40257687,SC
40257697,WI
40257697,WI
40257701,CA
40257701,CA
40257709,CA
40257709,CA
40257709,CA
40257712,WI
40257714,TX
40257714,TX
40257714,TX
40257714,TX
40257718,TX
40257718,TX
40257718,TX
40257718,TX
40257718,TX
40257731,CA
40257731,CA
40257731,CA
40257731,CA
40257738,NY
40257767,TX
40257767,TX
40257767,TX
40257767,TX
40257769,TX
40257769,TX
40257794,WI
40257794,WI
40257794,WI
40257796,TX
40257796,TX
40257815,CA
40257815,CA
40257837,GA
40257837,GA
40257837,GA
40257862,TX
40257862,TX
40257873,MD
40257873,MD
40257880,NY
40257885,GA
40257885,GA
40257903,CA
40257903,CA
40257921,CA
40257924,CA
40257924,CA
40257929,TX
40257929,TX
40257929,TX
40257945,TX
40257945,TX
40257945,TX
40257963,CA
40257963,CA
40257963,CA
40257980,TX
40257980,TX
40257980,TX
40257997,CA
40257997,CA
40258010,MT
40258011,CA
40258011,CA
40258011,CA
40258011,CA
40258011,CA
40258018,NY
40258064,TN
40258064,TN
40258073,NY
40258073,NY
40258073,NY
40258073,NY
40258134,CA
40258150,TX
40258150,TX
40258150,TX
40258150,TX
40258152,CA
40258152,CA
40258152,CA
40258152,CA
40258166,CA
40258185,CA
40258187,TX
40258209,IA
40258209,IA
40258209,IA
40258209,IA
40258249,CA
40258249,CA
40258258,NY
40258258,NY
40258271,TX
40258271,TX
40258271,TX
40258271,TX
40258289,TX
40258289,TX
40258289,TX
40258290,NJ
40258290,NJ
40258291,SC
40258291,SC
40258296,TX
40258296,TX
40258315,TX
40258315,TX
40258323,MD
40258323,MD
40258335,CA
40258335,CA
40258335,CA
40258339,SC
40258351,CA
40258351,CA
40258353,NY
40258353,NY
40258370,TX
40258370,TX
40258393,AZ
40258407,CA
40258426,TX
40258444,WI
40258446,SC
40258446,SC
40258451,PA
40258451,PA
40258455,NY
40258455,NY
40258476,NY
40258490,NY
40258490,NY
40258523,NY
40258523,NY
40258527,NY
40258527,NY
40258527,NY
40258554,NC
40258554,NC
40258556,SC
40258556,SC
40258595,CA
40258595,CA
40258595,CA
40258595,CA
40258607,IL
40258607,IL
40258607,IL
40258610,TX
40258619,NY
40258619,NY
40258621,AZ
40258624,CA
40258624,CA
40258645,MD
40258645,MD
40258646,CA
40258649,TX
40258649,TX
40258649,TX
40258657,TX
40258657,TX
40258657,TX
40258676,NY
40258676,NY
40258692,NC
40258692,NC
40258692,NC
40258692,NC
40258692,NC
40258707,GA
40258707,GA
40258719,CA
40258721,NC
40258722,TX
40258722,TX
40258722,TX
40258722,TX
40258727,GA
40258727,GA
40258728,GA
40258728,GA
40258728,GA
40258728,GA
40258728,GA
40258728,GA
40258728,GA
40258737,GA
40258737,GA
40258737,GA
40258760,MT
40258762,CA
40258762,CA
40258762,CA
40258762,CA
40258763,WI
40258763,WI
40258796,NY
40258796,NY
40258796,NY
40258796,NY
40258817,WI
40258825,SC
40258836,TX
40258836,TX
40258859,GA
40258862,IA
40258862,IA
40258862,IA
40258862,IA
40258884,SC
40258884,SC
40258901,CA
40258901,CA
40258901,CA
40258901,CA
40258906,CA
40258906,CA
40258908,AZ
40258915,CA
40258915,CA
40258921,MI
40258921,MI
40258924,TX
40258924,TX
40258924,TX
40258924,TX
40258954,CA
40258954,CA
40259034,NY
40259036,SC
40259041,TX
40259057,CA
40259057,CA
40259057,CA
40259061,SC
40259061,SC
40259087,NY
40259087,NY
40259097,NC
40259097,NC
40259097,NC
40259154,NY
40259212,WI
40259221,TX
40259221,TX
40259221,TX
40259230,NY
40259230,NY
40259231,WI
40259231,WI
40259236,TX
40259236,TX
40259274,CA
40259274,CA
40259274,CA
40259274,CA
40259287,TX
40259293,TX
40259293,TX
40259298,CA
40259298,CA
40259304,NY
40259304,NY
40259327,TX
40259335,MI
40259335,MI
40259370,TX
40259382,NY
40259411,FL
40259411,FL
40259411,FL
40259419,GA
40259419,GA
40259451,CA
40259451,CA
40259457,CA
40259457,CA
40259503,OK
40259503,OK
40259508,TX
40259516,TX
40259516,TX
40259516,TX
40259516,TX
40259516,TX
40259517,NY
40259518,TX
40259518,TX
40259518,TX
40259518,TX
40259524,CT
40259529,CA
40259529,CA
40259529,CA
40259579,VA
40259579,VA
40259579,VA
40259579,VA
40259584,TX
40259584,TX
40259589,TX
40259589,TX
40259604,IN
40259604,IN
40259605,NC
40259605,NC
40259605,NC
40259605,NC
40259614,CA
40259622,TX
40259622,TX
40259663,TX
40259663,TX
40259663,TX
40259664,PA
40259690,CA
40259690,CA
40259702,GA
40259702,GA
40259702,GA
40259702,GA
40259704,CA
40259704,CA
40259711,GA
40259711,GA
40259715,NY
40259715,NY
40259715,NY
40259752,GA
40259757,NJ
40259757,NJ
40259759,TX
40259759,TX
40259759,TX
40259759,TX
40259764,NY
40259764,NY
40259780,CA
40259793,IA
40259793,IA
40259828,NY
40259832,WI
40259832,WI
40259832,WI
40259837,OH
40259837,OH
40259842,NY
40259842,NY
40259842,NY
40259842,NY
40259847,NY
40259880,MD
40259880,MD
40259880,MD
40259895,KS
40259895,KS
40259895,KS
40259895,KS
40259895,KS
40259934,NC
40259934,NC
40259978,WI
40259978,WI
40259986,NC
40260002,CA
40260002,CA
40260017,TX
40260019,MD
40260019,MD
40260027,NC
40260027,NC
40260029,CA
40260029,CA
40260040,NC
40260040,NC
40260040,NC
40260040,NC
40260040,NC
40260067,NC
40260067,NC
40260069,AZ
40260079,CA
40260079,CA
40260103,SC
40260103,SC
40260103,SC
40260107,CA
40260107,CA
40260113,TX
40260113,TX
40260124,NE
40260124,NE
40260132,CA
40260132,CA
40260139,TX
40260148,SC
40260148,SC
40260151,CA
40260156,CA
40260156,CA
40260156,CA
40260174,CA
40260174,CA
40260190,CA
40260206,CA
40260206,CA
40260206,CA
40260206,CA
40260247,TN
40260278,IA
40260278,IA
40260278,IA
40260298,NY
40260298,NY
40260298,NY
40260298,NY
40260303,PA
40260310,WI
40260310,WI
40260315,TX
40260316,CA
40260316,CA
40260316,CA
40260316,CA
40260316,CA
40260320,GA
40260320,GA
40260333,TX
40260333,TX
40260365,OR
40260367,FL
40260367,FL
40260370,GA
40260370,GA
40260370,GA
40260370,GA
40260373,ME
40260389,NY
40260397,NC
40260407,SC
40260411,NC
40260411,NC
40260411,NC
40260423,GA
40260446,CO
40260446,CO
40260468,NC
40260468,NC
40260489,WI
40260489,WI
40260508,SC
40260523,NY
40260523,NY
40260547,TX
40260575,NY
40260575,NY
40260580,CO
40260580,CO
40260580,CO
40260581,GA
40260581,GA
40260583,TX
40260583,TX
40260586,WI
40260586,WI
40260627,GA
40260627,GA
40260627,GA
40260683,LA
40260691,GA
40260691,GA
40260693,WI
40260693,WI
40260701,CA
40260701,CA
40260711,SC
40260712,TX
40260718,CA
40260718,CA
40260719,TX
40260719,TX
40260719,TX
40260719,TX
40260722,CA
40260722,CA
40260722,CA
40260745,TX
40260745,TX
40260746,NY
40260746,NY
40260746,NY
40260750,WV
40260750,WV
40260751,NC
40260762,CA
40260764,TX
40260765,TX
40260769,TX
40260769,TX
40260779,TX
40260779,TX
40260779,TX
40260784,CA
40260793,TX
40260793,TX
40260793,TX
40260799,SC
40260799,SC
40260828,AZ
40260828,AZ
40260840,NY
40260856,SC
40260938,TX
40260938,TX
40260969,NC
40260984,WI
40260984,WI
40260991,GA
40260991,GA
40261016,CA
40261016,CA
40261030,IN
40261030,IN
40261048,WI
40261048,WI
40261079,AZ
40261096,CA
40261096,CA
40261096,CA
40261103,PA
40261103,PA
40261106,TX
40261106,TX
40261123,TX
40261123,TX
40261130,TX
40261130,TX
40261130,TX
40261139,OH
40261139,OH
40261144,PA
40261144,PA
40261158,WI
40261169,CA
40261169,CA
40261200,TN
40261200,TN
40261215,TX
40261218,NY
40261218,NY
40261218,NY
40261224,TX
40261224,TX
40261224,TX
40261227,NY
40261227,NY
40261232,TX
40261232,TX
40261236,TX
40261236,TX
40261237,GA
40261237,GA
40261248,TX
40261248,TX
40261248,TX
40261248,TX
40261250,CA
40261250,CA
40261265,CA
40261276,CA
40261276,CA
40261276,CA
40261279,PA
40261279,PA
40261291,TX
40261291,TX
40261315,CA
40261315,CA
40261328,NC
40261328,NC
40261342,WI
40261342,WI
40261345,TX
40261347,MD
40261367,TX
40261367,TX
40261371,TX
40261382,CA
40261382,CA
40261392,NY
40261418,NC
40261418,NC
40261421,MN
40261421,MN
40261429,TX
40261429,TX
40261429,TX
40261432,PA
40261432,PA
40261435,MD
40261441,WI
40261444,GA
40261444,GA
40261463,NY
40261463,NY
40261463,NY
40261481,SC
40261485,WA
40261485,WA
40261485,WA
40261485,WA
40261487,TX
40261487,TX
40261487,TX
40261527,NC
40261530,NY
40261530,NY
40261534,TX
40261534,TX
40261534,TX
40261535,NC
40261543,NY
40261543,NY
40261552,NY
40261552,NY
40261558,AZ
40261558,AZ
40261563,TX
40261563,TX
40261563,TX
40261563,TX
40261563,TX
40261563,TX
40261569,IL
40261569,IL
40261571,NC
40261571,NC
40261638,TX
40261647,NC
40261647,NC
40261652,TX
40261652,TX
40261666,WI
40261666,WI
40261688,NY
40261688,NY
40261688,NY
40261688,NY
40261702,NC
40261702,NC
40261702,NC
40261702,NC
40261715,CA
40261715,CA
40261715,CA
40261731,AZ
40261749,CA
40261749,CA
40261759,CA
40261759,CA
40261790,AZ
40261794,TX
40261794,TX
40261825,CA
40261825,CA
40261831,TX
40261838,GA
40261838,GA
40261843,SC
40261843,SC
40261865,TX
40261865,TX
40261865,TX
40261865,TX
40261891,SC
40261891,SC
40261892,AL
40261904,NC
40261904,NC
40261904,NC
40261916,ND
40261921,NY
40261953,TX
40261954,VT
40261962,CA
40261963,RI
40261963,RI
40261964,TX
40261964,TX
40261965,CA
40261965,CA
40261966,CA
40261966,CA
40261970,WI
40261998,TX
40262008,NY
40262008,NY
40262008,NY
40262024,DC
40262031,TX
40262031,TX
40262031,TX
40262039,SC
40262039,SC
40262041,TX
40262041,TX
40262048,NC
40262048,NC
40262049,MD
40262049,MD
40262062,NY
40262062,NY
40262070,NY
40262070,NY
40262087,GA
40262087,GA
40262087,GA
40262101,CA
40262101,CA
40262126,GA
40262126,GA
40262129,NY
40262129,NY
40262139,NY
40262139,NY
40262144,CA
40262155,NY
40262157,WI
40262167,TX
40262199,TX
40262199,TX
40262199,TX
40262199,TX
40262201,CA
40262201,CA
40262201,CA
40262201,CA
40262201,CA
40262221,CA
40262231,TX
40262231,TX
40262231,TX
40262245,TX
40262245,TX
40262277,NY
40262277,NY
40262277,NY
40262285,NY
40262291,RI
40262291,RI
40262315,SC
40262315,SC
40262315,SC
40262322,OK
40262351,TX
40262364,SC
40262364,SC
40262364,SC
40262381,NC
40262381,NC
40262381,NC
40262381,NC
40262423,NY
40262423,NY
40262448,TX
40262448,TX
40262448,TX
40262451,CA
40262451,CA
40262490,CA
40262490,CA
40262501,NY
40262501,NY
40262516,TX
40262516,TX
40262518,GA
40262518,GA
40262527,NY
40262527,NY
40262529,GA
40262529,GA
40262529,GA
40262544,CA
40262544,CA
40262544,CA
40262544,CA
40262555,NC
40262555,NC
40262555,NC
40262555,NC
40262558,TX
40262558,TX
40262589,TX
40262589,TX
40262593,NY
40262599,WI
40262599,WI
40262599,WI
40262608,GA
40262608,GA
40262608,GA
40262608,GA
40262621,NC
40262621,NC
40262627,CA
40262627,CA
40262635,TX
40262671,TX
40262671,TX
40262673,CA
40262673,CA
40262676,TX
40262680,MA
40262680,MA
40262680,MA
40262680,MA
40262687,TX
40262693,WA
40262693,WA
40262699,HI
40262712,TX
40262712,TX
40262727,TX
40262730,SC
40262730,SC
40262763,CA
40262763,CA
40262763,CA
40262774,TX
40262774,TX
40262775,IA
40262775,IA
40262778,CA
40262790,WI
40262790,WI
40262798,CA
40262798,CA
40262798,CA
40262798,CA
40262798,CA
40262812,CA
40262812,CA
40262818,NC
40262823,NY
40262823,NY
40262823,NY
40262825,TX
40262849,ME
40262903,GA
40262921,NY
40262921,NY
40262921,NY
40262930,TX
40262930,TX
40262930,TX
40262930,TX
40262930,TX
40262933,TX
40262933,TX
40262933,TX
40262933,TX
40262936,TX
40262936,TX
40262937,GA
40262962,NY
40262962,NY
40262962,NY
40262982,GA
40262982,GA
40263013,TX
40263013,TX
40263013,TX
40263030,NC
40263037,CA
40263037,CA
40263061,WI
40263061,WI
40263065,AR
40263065,AR
40263090,SC
40263097,NY
40263115,CA
40263126,CA
40263126,CA
40263160,TX
40263160,TX
40263160,TX
40263160,TX
40263160,TX
40263167,FL
40263167,FL
40263167,FL
40263178,UT
40263178,UT
40263191,WI
40263191,WI
40263196,CA
40263207,TX
40263207,TX
40263224,NC
40263224,NC
40263227,CA
40263227,CA
40263233,NY
40263238,TX
40263274,NY
40263274,NY
40263275,TX
40263282,MN
40263282,MN
40263285,NC
40263285,NC
40263296,NY
40263296,NY
40263296,NY
40263296,NY
40263296,NY
40263316,NY
40263328,NC
40263328,NC
40263332,GA
40263332,GA
40263383,AZ
40263383,AZ
40263393,NY
40263393,NY
40263418,GA
40263452,TX
40263452,TX
40263452,TX
40263466,SC
40263469,NC
40263472,NC
40263472,NC
40263474,TX
40263474,TX
40263485,CA
40263485,CA
40263492,WA
40263492,WA
40263492,WA
40263492,WA
40263510,NY
40263510,NY
40263510,NY
40263516,GA
40263530,SC
40263530,SC
40263538,WI
40263551,NC
40263551,NC
40263553,NY
40263553,NY
40263553,NY
40263553,NY
40263553,NY
40263553,NY
40263554,CA
40263554,CA
40263563,CA
40263563,CA
40263592,MT
40263592,MT
40263592,MT
40263592,MT
40263599,TX
40263602,AZ
40263613,CA
40263620,CA
40263640,NY
40263658,MI
40263658,MI
40263658,MI
40263658,MI
40263673,NY
40263673,NY
40263678,CA
40263707,SC
40263708,AZ
40263708,AZ
40263713,CA
40263713,CA
40263717,NY
40263717,NY
40263722,NY
40263722,NY
40263722,NY
40263722,NY
40263722,NY
40263728,NY
40263728,NY
40263739,WA
40263739,WA
40263739,WA
40263739,WA
40263739,WA
40263746,MN
40263784,IA
40263794,TX
40263798,SC
40263803,CA
40263803,CA
40263803,CA
40263809,SC
40263809,SC
40263817,NY
40263832,FL
40263832,FL
40263850,OR
40263850,OR
40263863,WI
40263863,WI
40263863,WI
40263882,MO
40263882,MO
40263885,WI
40263885,WI
40263885,WI
40263888,AZ
40263896,NC
40263896,NC
40263897,CA
40263897,CA
40263907,UT
40263907,UT
40263915,SC
40263915,SC
40263959,TX
40263959,TX
40263959,TX
40263964,NY
40263964,NY
40263965,TX
40263965,TX
40263965,TX
40263965,TX
40263978,NC
40263983,GA
40263987,NC
40263987,NC
40263989,TX
40263989,TX
40263990,NY
40263990,NY
40263994,TX
40263994,TX
40263997,CA
40263997,CA
40264004,TX
40264004,TX
40264014,OH
40264017,NC
40264017,NC
40264026,NC
40264037,AZ
40264037,AZ
40264062,WI
40264062,WI
40264062,WI
40264062,WI
40264062,WI
40264072,CA
40264072,CA
40264091,WV
40264091,WV
40264104,SD
40264104,SD
40264104,SD
40264138,GA
40264146,SC
40264146,SC
40264152,CA
40264152,CA
40264152,CA
40264152,CA
40264152,CA
40264166,TX
40264166,TX
40264205,TX
40264205,TX
40264233,CA
40264235,TX
40264235,TX
40264272,WI
40264285,NY
40264285,NY
40264287,TX
40264287,TX
40264289,CA
40264289,CA
40264289,CA
40264301,NY
40264301,NY
40264306,TX
40264306,TX
40264306,TX
40264312,TX
40264312,TX
40264316,NJ
40264316,NJ
40264328,WI
40264345,NY
40264345,NY
40264353,CA
40264353,CA
40264370,NC
40264374,TX
40264374,TX
40264386,NY
40264386,NY
40264386,NY
40264405,NY
40264405,NY
40264410,SC
40264412,IN
40264419,SC
40264419,SC
40264419,SC
40264458,TX
40264469,TX
40264469,TX
40264476,MD
40264485,CA
40264528,SC
40264528,SC
40264528,SC
40264536,TX
40264536,TX
40264536,TX
40264543,OR
40264543,OR
40264560,NY
40264560,NY
40264568,CA
40264568,CA
40264568,CA
40264568,CA
40264582,CA
40264590,NY
40264590,NY
40264596,CA
40264596,CA
40264621,TX
40264667,TX
40264674,WI
40264674,WI
40264707,TX
40264732,TX
40264732,TX
40264732,TX
40264732,TX
40264732,TX
40264732,TX
40264735,GA
40264735,GA
40264736,WI
40264736,WI
40264736,WI
40264736,WI
40264738,TX
40264738,TX
40264738,TX
40264743,WI
40264743,WI
40264743,WI
40264744,NY
40264744,NY
40264745,GA
40264749,CA
40264754,TX
40264754,TX
40264771,TX
40264786,TX
40264786,TX
40264786,TX
40264798,NC
40264800,OK
40264800,OK
40264808,LA
40264808,LA
40264808,LA
40264812,IL
40264812,IL
40264824,GA
40264824,GA
40264875,TX
40264875,TX
40264892,NY
40264898,TX
40264907,NY
40264907,NY
40264907,NY
40264907,NY
40264915,CA
40264915,CA
40264915,CA
40264915,CA
40264927,TX
40264930,WI
40264933,SC
40264933,SC
40264935,SC
40264935,SC
40264949,ID
40264949,ID
40264953,WI
40264953,WI
40264970,WI
40264986,IL
40264986,IL
40264992,TX
40264996,CA
40264996,CA
40265001,OK
40265018,NJ
40265034,NY
40265034,NY
40265082,SC
40265082,SC
40265082,SC
40265086,NY
40265094,UT
40265094,UT
40265094,UT
40265094,UT
40265094,UT
40265094,UT
40265094,UT
40265113,CA
40265115,SC
40265123,TX
40265134,FL
40265134,FL
40265140,WI
40265173,WI
40265173,WI
40265191,WI
40265215,AZ
40265230,NY
40265230,NY
40265230,NY
40265242,NY
40265242,NY
40265260,NY
40265264,CA
40265264,CA
40265273,CA
40265273,CA
40265273,CA
40265295,TX
40265295,TX
40265295,TX
40265295,TX
40265314,TX
40265314,TX
40265322,CA
40265322,CA
40265329,FL
40265329,FL
40265347,CA
40265381,GA
40265381,GA
40265382,TX
40265382,TX
40265382,TX
40265390,SD
40265452,NY
40265459,NC
40265459,NC
40265459,NC
40265459,NC
40265508,CA
40265508,CA
40265527,TX
40265539,TX
40265576,NY
40265604,TX
40265656,CA
40265658,NY
40265658,NY
40265688,CA
40265688,CA
40265688,CA
40265688,CA
40265692,CA
40265692,CA
40265746,CA
40265746,CA
40265764,TX
40265764,TX
40265764,TX
40265791,NY
40265811,TX
40265812,MI
40265817,NV
40265817,NV
40265817,NV
40265817,NV
40265817,NV
40265818,CA
40265860,CO
40265860,CO
40265860,CO
40265863,TX
40265863,TX
40265868,CA
40265868,CA
40265868,CA
40265887,TX
40265887,TX
40265901,SC
40265901,SC
40265901,SC
40265918,CA
40265918,CA
40265960,CA
40265960,CA
40265989,TX
40265989,TX
40265989,TX
40266008,OK
40266008,OK
40266008,OK
40266008,OK
40266011,TX
40266022,NY
40266034,MO
40266034,MO
40266034,MO
40266039,GA
40266044,NC
40266044,NC
40266044,NC
40266056,CA
40266069,WI
40266069,WI
40266069,WI
40266079,WI
40266089,CT
40266093,CA
40266093,CA
40266104,NY
40266104,NY
40266104,NY
40266196,SC
40266211,NY
40266211,NY
40266211,NY
40266211,NY
40266223,TX
40266223,TX
40266223,TX
40266243,MO
40266253,TX
40266336,SC
40266336,SC
40266347,TX
40266377,NC
40266408,IA
40266413,NY
40266413,NY
40266429,WA
40266429,WA
40266442,SC
40266447,CA
40266447,CA
40266467,NY
40266467,NY
40266485,MD
40266497,AZ
40266498,NC
40266498,NC
40266505,TX
40266505,TX
40266508,CA
40266508,CA
40266513,NY
40266563,TX
40266564,CA
40266564,CA
40266564,CA
40266564,CA
40266582,TX
40266592,GA
40266592,GA
40266598,OR
40266623,WI
40266651,TX
40266651,TX
40266661,TX
40266661,TX
40266711,WV
40266713,CA
40266713,CA
40266728,TX
40266728,TX
40266740,CA
40266757,NY
40266759,WI
40266759,WI
40266774,TX
40266774,TX
40266786,NY
40266786,NY
40266797,TX
40266797,TX
40266800,RI
40266811,NC
40266811,NC
40266812,WI
40266812,WI
40266856,HI
40266856,HI
40266859,SD
40266885,WI
40266885,WI
40266895,IA
40266909,WA
40266909,WA
40266924,SC
40266924,SC
40266929,GA
40266929,GA
40266929,GA
40266937,CA
40266943,SC
40266943,SC
40266947,NC
40266957,ID
40266973,NY
40266973,NY
40266985,NY
40266985,NY
40266989,CA
40266989,CA
40267007,NC
40267022,KS
40267028,NC
40267028,NC
40267042,NY
40267060,GA
40267060,GA
40267109,CA
40267109,CA
40267140,NY
40267140,NY
40267140,NY
40267140,NY
40267143,NY
40267157,WI
40267157,WI
40267157,WI
40267157,WI
40267157,WI
40267157,WI
40267230,TX
40267230,TX
40267230,TX
40267230,TX
40267236,CA
40267260,WI
40267273,AZ
40267273,AZ
40267279,GA
40267297,AZ
40267301,GA
40267308,CA
40267308,CA
40267308,CA
40267308,CA
40267308,CA
40267322,FL
40267323,NC
40267340,LA
40267340,LA
40267349,NY
40267349,NY
40267357,TX
40267357,TX
40267359,CA
40267360,PA
40267360,PA
40267360,PA
40267371,TX
40267371,TX
40267371,TX
40267371,TX
40267374,MD
40267374,MD
40267386,CA
40267386,CA
40267389,NY
40267389,NY
40267392,ID
40267406,SC
40267406,SC
40267406,SC
40267420,GA
40267420,GA
40267420,GA
40267424,NY
40267424,NY
40267457,NC
40267457,NC
40267464,OH
40267464,OH
40267468,CA
40267507,NC
40267507,NC
40267511,NC
40267515,OK
40267515,OK
40267515,OK
40267583,CA
40267583,CA
40267583,CA
40267594,GA
40267599,CA
40267599,CA
40267608,SC
40267608,SC
40267608,SC
40267639,TX
40267639,TX
40267639,TX
40267640,SC
40267640,SC
40267663,TX
40267663,TX
40267671,NC
40267671,NC
40267671,NC
40267703,TX
40267703,TX
40267715,NY
40267715,NY
40267729,TX
40267729,TX
40267734,KY
40267734,KY
40267734,KY
40267740,SC
40267740,SC
40267761,CA
40267761,CA
40267761,CA
40267765,CA
40267765,CA
40267772,NY
40267772,NY
40267785,CA
40267814,NC
40267828,NY
40267829,TX
40267840,CA
40267840,CA
40267867,CA
40267877,MN
40267877,MN
40267877,MN
40267877,MN
40267877,MN
40267915,TX
40267915,TX
40267915,TX
40267956,OK
40267967,CA
40267967,CA
40267973,CA
40267973,CA
40267980,CA
40267991,AZ
40267991,AZ
40268003,TX
40268003,TX
40268019,CT
40268050,CA
40268050,CA
40268050,CA
40268050,CA
40268063,NY
40268112,TX
40268112,TX
40268134,TX
40268134,TX
40268141,AZ
40268141,AZ
40268149,TX
40268149,TX
40268151,IL
40268157,NY
40268157,NY
40268157,NY
40268180,GA
40268181,SC
40268181,SC
40268181,SC
40268214,CA
40268214,CA
40268227,CA
40268227,CA
40268227,CA
40268227,CA
40268227,CA
40268227,CA
40268228,AZ
40268228,AZ
40268233,OK
40268237,NY
40268244,NY
40268244,NY
40268263,NC
40268263,NC
40268263,NC
40268263,NC
40268272,CA
40268272,CA
40268276,NY
40268277,WI
40268295,AZ
40268319,IA
40268319,IA
40268319,IA
40268319,IA
40268323,CA
40268323,CA
40268326,GA
40268326,GA
40268335,TX
40268335,TX
40268338,AZ
40268338,AZ
40268375,TX
40268375,TX
40268395,NY
40268395,NY
40268442,TX
40268442,TX
40268443,GA
40268443,GA
40268449,SC
40268449,SC
40268451,TX
40268451,TX
40268451,TX
40268457,IL
40268457,IL
40268462,NY
40268466,SC
40268466,SC
40268466,SC
40268466,SC
40268466,SC
40268466,SC
40268472,NY
40268495,TX
40268495,TX
40268497,CA
40268497,CA
40268516,NY
40268516,NY
40268522,WI
40268522,WI
40268527,AZ
40268527,AZ
40268528,CA
40268528,CA
40268532,CA
40268532,CA
40268541,CA
40268541,CA
40268541,CA
40268570,SC
40268576,SC
40268576,SC
40268576,SC
40268576,SC
40268595,OH
40268595,OH
40268611,CA
40268616,NY
40268616,NY
40268662,TX
40268662,TX
40268672,NY
40268672,NY
40268703,CA
40268703,CA
40268703,CA
40268724,CA
40268724,CA
40268728,NC
40268728,NC
40268731,CA
40268775,CA
40268785,FL
40268785,FL
40268790,TX
40268790,TX
40268790,TX
40268810,IL
40268810,IL
40268810,IL
40268810,IL
40268813,CA
40268832,SC
40268832,SC
40268855,CA
40268856,TX
40268869,TX
40268869,TX
40268869,TX
40268869,TX
40268869,TX
40268869,TX
40268869,TX
40268869,TX
40268880,WV
40268880,WV
40268889,TX
40268889,TX
40268916,TX
40268916,TX
40268916,TX
40268923,MI
40268940,GA
40268940,GA
40268952,NC
40268958,WI
40268958,WI
40268969,TX
40268982,CA
40268983,NY
40268984,SC
40268984,SC
40269014,SC
40269014,SC
40269028,TX
40269028,TX
40269028,TX
40269028,TX
40269037,GA
40269037,GA
40269038,NH
40269038,NH
40269048,CA
40269069,CA
40269078,CA
40269078,CA
40269078,CA
40269078,CA
40269087,NY
40269087,NY
40269087,NY
40269098,CA
40269118,TX
40269125,WI
40269125,WI
40269137,CA
40269137,CA
40269149,GA
40269155,MD
40269155,MD
40269184,CA
40269185,TX
40269185,TX
40269187,CA
40269187,CA
40269189,FL
40269189,FL
40269191,NY
40269194,CA
40269194,CA
40269202,MO
40269245,OK
40269245,OK
40269258,FL
40269267,DE
40269267,DE
40269267,DE
40269279,CA
40269289,NC
40269296,SC
40269344,OH
40269350,WI
40269350,WI
40269355,CA
40269379,TX
40269379,TX
40269382,AK
40269382,AK
40269391,SC
40269402,NY
40269402,NY
